dup1	dup2	Ka	Ks	Ka_Ks	type	peak	peak_name
Zm00001eb026080	Zm00001eb026110	0.15465	2.39831	0.064483	PD	1	ZEAM
Zm00001eb026140	Zm00001eb026130	0.245529	0.284539	0.862899	TD	1	ZEAM
Zm00001eb385470	Zm00001eb385440	0.872591	0.901761	0.967652	PD	1	ZEAM
Zm00001eb026330	Zm00001eb026240	0.0825558	0.484566	0.170371	PD	1	ZEAM
Zm00001eb026300	Zm00001eb026240	0.0881333	0.544255	0.161934	PD	1	ZEAM
Zm00001eb026330	Zm00001eb026300	0.165328	0.544563	0.303597	PD	1	ZEAM
Zm00001eb026370	Zm00001eb026360	0.445566	0.290525	1.53366	TD	1	ZEAM
Zm00001eb026430	Zm00001eb026440	0.822839	3.96182	0.207692	TD	1	ZEAM
Zm00001eb026900	Zm00001eb026890	0.627205	1.97551	0.31749	TD	1	ZEAM
Zm00001eb383000	Zm00001eb382990	0.323935	1.76211	0.183834	TD	1	ZEAM
Zm00001eb027400	Zm00001eb027410	0.811281	0.600021	1.35209	TD	1	ZEAM
Zm00001eb400780	Zm00001eb400770	0.20929	3.93985	0.0531214	TD	1	ZEAM
Zm00001eb027680	Zm00001eb027650	0.878808	0.871246	1.00868	PD	1	ZEAM
Zm00001eb027610	Zm00001eb027650	0.115665	0.254882	0.453798	PD	1	ZEAM
Zm00001eb356010	Zm00001eb356070	0.229653	2.64022	0.0869827	PD	1	ZEAM
Zm00001eb167100	Zm00001eb167090	0.427144	3.90472	0.109392	TD	1	ZEAM
Zm00001eb223670	Zm00001eb223680	0.312816	1.54014	0.203109	TD	1	ZEAM
Zm00001eb384340	Zm00001eb384360	0.199257	0.906929	0.219705	TD	1	ZEAM
Zm00001eb294450	Zm00001eb294470	0.0995265	0.169881	0.585862	PD	1	ZEAM
Zm00001eb029100	Zm00001eb029180	0.0596273	0.262741	0.226944	PD	1	ZEAM
Zm00001eb158320	Zm00001eb158300	0.151804	0.994659	0.152619	PD	1	ZEAM
Zm00001eb158340	Zm00001eb158320	0.650864	3.95451	0.164588	PD	1	ZEAM
Zm00001eb184650	Zm00001eb184710	0.114739	0.206821	0.554776	PD	1	ZEAM
Zm00001eb184760	Zm00001eb184710	0.237426	0.804688	0.295053	PD	1	ZEAM
Zm00001eb184750	Zm00001eb184710	0.237426	0.804688	0.295053	PD	1	ZEAM
Zm00001eb232070	Zm00001eb232100	0.293085	1.86862	0.156846	PD	1	ZEAM
Zm00001eb029890	Zm00001eb029860	0.0938009	0.17003	0.551673	PD	1	ZEAM
Zm00001eb029880	Zm00001eb029860	0.0635432	0.127355	0.498946	TD	1	ZEAM
Zm00001eb113100	Zm00001eb113110	0.272894	0.661508	0.412534	TD	1	ZEAM
Zm00001eb400540	Zm00001eb400550	0.0870099	0.14289	0.608929	TD	1	ZEAM
Zm00001eb030110	Zm00001eb030170	0.931224	1.89718	0.490846	PD	1	ZEAM
Zm00001eb058050	Zm00001eb058110	0.286407	2.66572	0.107441	PD	1	ZEAM
Zm00001eb058060	Zm00001eb058110	0.298508	2.06482	0.144569	PD	1	ZEAM
Zm00001eb058070	Zm00001eb058110	0.326313	6.68749	0.0487945	PD	1	ZEAM
Zm00001eb214400	Zm00001eb214410	0.182543	1.77777	0.102681	TD	1	ZEAM
Zm00001eb214390	Zm00001eb214410	0.190019	1.89571	0.100237	PD	1	ZEAM
Zm00001eb030160	Zm00001eb030140	0.0897136	0.0942347	0.952023	PD	1	ZEAM
Zm00001eb030130	Zm00001eb030140	0.076205	0.0705904	1.07954	TD	1	ZEAM
Zm00001eb166620	Zm00001eb166590	0.0702008	0.078754	0.891394	PD	1	ZEAM
Zm00001eb166580	Zm00001eb166590	0.0879279	0.152302	0.577328	TD	1	ZEAM
Zm00001eb166650	Zm00001eb166600	0.0862358	0.126671	0.680783	PD	1	ZEAM
Zm00001eb166580	Zm00001eb166600	0.0774023	0.216536	0.357457	PD	1	ZEAM
Zm00001eb030160	Zm00001eb030130	0.067513600000000007	0.0894996	0.754345	PD	1	ZEAM
Zm00001eb166940	Zm00001eb166950	0.151587	0.109932	1.37892	TD	1	ZEAM
Zm00001eb200760	Zm00001eb200710	0.569589	1.54525	0.368606	PD	1	ZEAM
Zm00001eb200710	Zm00001eb200700	0.281357	1.48261	0.189771	TD	1	ZEAM
Zm00001eb226700	Zm00001eb226710	0.181171	0.594513	0.304738	TD	1	ZEAM
Zm00001eb226690	Zm00001eb226710	0.189021	0.657268	0.287585	PD	1	ZEAM
Zm00001eb226720	Zm00001eb226710	0.19906	0.56527	0.352151	TD	1	ZEAM
Zm00001eb051350	Zm00001eb051340	0.131478	0.14452	0.909752	TD	1	ZEAM
Zm00001eb030730	Zm00001eb030740	0.454676	3.38894	0.134165	TD	1	ZEAM
Zm00001eb030950	Zm00001eb030930	0.0993991	0.239149	0.415636	PD	1	ZEAM
Zm00001eb031010	Zm00001eb031020	0.201171	0.407019	0.494255	TD	1	ZEAM
Zm00001eb031500	Zm00001eb031570	0.342668	0.885159	0.387126	PD	1	ZEAM
Zm00001eb031850	Zm00001eb031840	0.0890499	1.52282	0.0584771	TD	1	ZEAM
Zm00001eb390170	Zm00001eb390100	0.594267	2.7338	0.217378	PD	1	ZEAM
Zm00001eb032580	Zm00001eb032600	0.104741	3.06525	0.0341704	PD	1	ZEAM
Zm00001eb032560	Zm00001eb032600	0.104741	3.06525	0.0341704	PD	1	ZEAM
Zm00001eb032600	Zm00001eb032520	0.150286	3.00419	0.0500256	PD	1	ZEAM
Zm00001eb032560	Zm00001eb032520	0.173433	2.98519	0.058098	PD	1	ZEAM
Zm00001eb032580	Zm00001eb032520	0.173433	2.98519	0.058098	PD	1	ZEAM
Zm00001eb052200	Zm00001eb052150	0.831224	3.97611	0.209054	PD	1	ZEAM
Zm00001eb032900	Zm00001eb032920	0.498517	1.28831	0.386954	TD	1	ZEAM
Zm00001eb129210	Zm00001eb129300	0.107512	0.226037	0.475637	PD	1	ZEAM
Zm00001eb032990	Zm00001eb032970	0.313757	1.88338	0.166593	TD	1	ZEAM
Zm00001eb304060	Zm00001eb304070	0.547707	4.06856	0.13462	TD	1	ZEAM
Zm00001eb304060	Zm00001eb304010	0.644857	4.15193	0.155315	PD	1	ZEAM
Zm00001eb304050	Zm00001eb304010	0.446379	4.12997	0.108083	PD	1	ZEAM
Zm00001eb304070	Zm00001eb304010	0.13671	1.1455	0.119345	PD	1	ZEAM
Zm00001eb033130	Zm00001eb033140	0.290608	3.75663	0.0773587	TD	1	ZEAM
Zm00001eb053860	Zm00001eb053850	0.193159	0.465914	0.414581	TD	1	ZEAM
Zm00001eb256030	Zm00001eb256010	0.0893722	0.209319	0.426966	PD	1	ZEAM
Zm00001eb033310	Zm00001eb033320	0.308625	0.32843	0.939698	TD	1	ZEAM
Zm00001eb033330	Zm00001eb033290	0.736877	1.01518	0.725856	PD	1	ZEAM
Zm00001eb376060	Zm00001eb376090	0.256764	0.541339	0.474314	PD	1	ZEAM
Zm00001eb376070	Zm00001eb376060	0.294553	0.397262	0.741458	TD	1	ZEAM
Zm00001eb376090	Zm00001eb376010	0.578473	3.1915	0.181255	PD	1	ZEAM
Zm00001eb376060	Zm00001eb376010	0.520158	2.26463	0.229688	PD	1	ZEAM
Zm00001eb376070	Zm00001eb376010	0.55718	2.04444	0.272535	PD	1	ZEAM
Zm00001eb052830	Zm00001eb052820	0.913116	3.85501	0.236865	TD	1	ZEAM
Zm00001eb033700	Zm00001eb033690	0.299154	0.821905	0.363976	TD	1	ZEAM
Zm00001eb090080	Zm00001eb090060	0.0783639	0.653796	0.11986	PD	1	ZEAM
Zm00001eb097060	Zm00001eb097070	0.680116	1.64302	0.413941	TD	1	ZEAM
Zm00001eb034480	Zm00001eb034370	0.428274	0.392949	1.0899	PD	1	ZEAM
Zm00001eb034610	Zm00001eb034520	0.772298	1.07928	0.715566	PD	1	ZEAM
Zm00001eb034480	Zm00001eb034520	0.694551	0.836521	0.830285	PD	1	ZEAM
Zm00001eb034440	Zm00001eb034420	0.0934987	0.105093	0.889678	PD	1	ZEAM
Zm00001eb034560	Zm00001eb034550	0.114144	0.140616	0.811742	TD	1	ZEAM
Zm00001eb241150	Zm00001eb241160	0.940571	1.06265	0.885121	TD	1	ZEAM
Zm00001eb146380	Zm00001eb146390	0.418096	4.21473	0.0991988	TD	1	ZEAM
Zm00001eb146350	Zm00001eb146390	0.700458	4.02269	0.174127	PD	1	ZEAM
Zm00001eb327000	Zm00001eb326990	0.313511	3.90787	0.0802255	TD	1	ZEAM
Zm00001eb035470	Zm00001eb035460	0.450952	1.44337	0.312429	TD	1	ZEAM
Zm00001eb035490	Zm00001eb035460	0.5418	0.963005	0.562614	PD	1	ZEAM
Zm00001eb035490	Zm00001eb035470	0.619787	1.22461	0.50611	PD	1	ZEAM
Zm00001eb432880	Zm00001eb432870	0.254396	0.304174	0.836348	TD	1	ZEAM
Zm00001eb174830	Zm00001eb174850	0.714326	4.12728	0.173074	PD	1	ZEAM
Zm00001eb174790	Zm00001eb174850	0.51291	2.22907	0.2301	PD	1	ZEAM
Zm00001eb035900	Zm00001eb035890	0.388518	0.500781	0.775825	TD	1	ZEAM
Zm00001eb035910	Zm00001eb035900	0.100351	0.151897	0.660651	TD	1	ZEAM
Zm00001eb409820	Zm00001eb409830	0.238508	0.2414	0.988023	TD	1	ZEAM
Zm00001eb085380	Zm00001eb085360	0.144196	0.469616	0.307051	TD	1	ZEAM
Zm00001eb085400	Zm00001eb085360	0.257663	1.36353	0.188968	PD	1	ZEAM
Zm00001eb085400	Zm00001eb085380	0.290622	1.13338	0.25642	PD	1	ZEAM
Zm00001eb164630	Zm00001eb164570	0.252745	0.322223	0.784379	PD	1	ZEAM
Zm00001eb405910	Zm00001eb405860	0.0574919	0.0588837	0.976364	PD	1	ZEAM
Zm00001eb405930	Zm00001eb405860	0.13589	0.190506	0.71331	PD	1	ZEAM
Zm00001eb405900	Zm00001eb405860	0.284889	0.222408	1.28093	PD	1	ZEAM
Zm00001eb161790	Zm00001eb161780	0.438762	2.26866	0.193401	TD	1	ZEAM
Zm00001eb318890	Zm00001eb318900	0.362136	3.59613	0.100702	TD	1	ZEAM
Zm00001eb318890	Zm00001eb318910	0.387	3.56031	0.108698	PD	1	ZEAM
Zm00001eb318900	Zm00001eb318910	0.160026	1.58388	0.101035	TD	1	ZEAM
Zm00001eb131150	Zm00001eb131140	0.705049	4.18894	0.168312	TD	1	ZEAM
Zm00001eb081550	Zm00001eb081600	0.176112	3.65626	0.0481673	PD	1	ZEAM
Zm00001eb037880	Zm00001eb037870	0.056335	0.140314	0.401493	TD	1	ZEAM
Zm00001eb037950	Zm00001eb037940	0.220373	1.60765	0.137078	TD	1	ZEAM
Zm00001eb315110	Zm00001eb315160	0.692962	0.568348	1.21926	PD	1	ZEAM
Zm00001eb373110	Zm00001eb373120	0.624298	3.62728	0.172112	TD	1	ZEAM
Zm00001eb100950	Zm00001eb100930	0.554746	3.77016	0.147141	PD	1	ZEAM
Zm00001eb038250	Zm00001eb038270	0.0732025	1.27046	0.0576188	PD	1	ZEAM
Zm00001eb038270	Zm00001eb038290	0.411823	3.66858	0.112257	PD	1	ZEAM
Zm00001eb038280	Zm00001eb038290	0.102074	2.00478	0.0509154	TD	1	ZEAM
Zm00001eb261510	Zm00001eb261440	0.219017	2.38039	0.0920086	PD	1	ZEAM
Zm00001eb261480	Zm00001eb261440	0.137578	1.68747	0.0815292	PD	1	ZEAM
Zm00001eb261500	Zm00001eb261440	0.115476	1.84	0.0627587	PD	1	ZEAM
Zm00001eb261470	Zm00001eb261440	0.563355	4.00651	0.14061	PD	1	ZEAM
Zm00001eb261470	Zm00001eb261500	0.590872	3.40745	0.173406	PD	1	ZEAM
Zm00001eb261510	Zm00001eb261500	0.184557	1.412	0.130706	TD	1	ZEAM
Zm00001eb261480	Zm00001eb261500	0.170522	1.97033	0.0865446	PD	1	ZEAM
Zm00001eb067040	Zm00001eb067060	0.325854	3.98395	0.0817918	TD	1	ZEAM
Zm00001eb039460	Zm00001eb039530	0.0893211	0.112251	0.79573	PD	1	ZEAM
Zm00001eb039460	Zm00001eb039500	0.0888627	0.109619	0.810648	PD	1	ZEAM
Zm00001eb039460	Zm00001eb039430	0.104462	0.144737	0.721738	PD	1	ZEAM
Zm00001eb039470	Zm00001eb039440	0.175901	0.326246	0.539166	PD	1	ZEAM
Zm00001eb039470	Zm00001eb039540	0.186522	0.320283	0.582368	PD	1	ZEAM
Zm00001eb039510	Zm00001eb039470	0.374021	0.331936	1.12679	PD	1	ZEAM
Zm00001eb039580	Zm00001eb039570	0.165039	2.16701	0.0761598	TD	1	ZEAM
Zm00001eb099900	Zm00001eb099880	0.602413	2.99049	0.201443	PD	1	ZEAM
Zm00001eb099900	Zm00001eb099870	0.602413	2.99049	0.201443	PD	1	ZEAM
Zm00001eb313650	Zm00001eb313620	0.540525	3.11738	0.173391	PD	1	ZEAM
Zm00001eb039860	Zm00001eb039910	0.172836	0.782859	0.220776	PD	1	ZEAM
Zm00001eb039860	Zm00001eb039880	0.181746	0.784529	0.231662	PD	1	ZEAM
Zm00001eb039860	Zm00001eb039870	0.176478	0.794439	0.222142	TD	1	ZEAM
Zm00001eb173600	Zm00001eb173580	0.132064	0.309737	0.426374	PD	1	ZEAM
Zm00001eb039920	Zm00001eb039890	0.0693163	0.239156	0.289837	PD	1	ZEAM
Zm00001eb039930	Zm00001eb039890	0.620721	3.75246	0.165417	PD	1	ZEAM
Zm00001eb039930	Zm00001eb039900	0.616535	3.73974	0.16486	PD	1	ZEAM
Zm00001eb039920	Zm00001eb039900	0.0668304	0.26446	0.252705	PD	1	ZEAM
Zm00001eb039930	Zm00001eb039920	0.611309	3.84184	0.159119	TD	1	ZEAM
Zm00001eb300590	Zm00001eb300670	0.361757	3.59795	0.100545	PD	1	ZEAM
Zm00001eb300640	Zm00001eb300670	0.563339	3.70859	0.151901	PD	1	ZEAM
Zm00001eb300630	Zm00001eb300670	0.371305	3.66239	0.101383	PD	1	ZEAM
Zm00001eb300620	Zm00001eb300670	0.507214	3.65847	0.138641	PD	1	ZEAM
Zm00001eb040300	Zm00001eb040290	0.0882056	0.218177	0.404284	TD	1	ZEAM
Zm00001eb292840	Zm00001eb292850	0.22284	3.01889	0.0738152	TD	1	ZEAM
Zm00001eb292890	Zm00001eb292850	0.195359	0.721896	0.270619	PD	1	ZEAM
Zm00001eb040680	Zm00001eb040650	0.0968215	0.917389	0.10554	PD	1	ZEAM
Zm00001eb040610	Zm00001eb040650	0.090046	1.65404	0.05444	PD	1	ZEAM
Zm00001eb040610	Zm00001eb040680	0.113815	2.4026	0.0473714	PD	1	ZEAM
Zm00001eb072700	Zm00001eb072680	0.765415	2.92111	0.262029	PD	1	ZEAM
Zm00001eb072690	Zm00001eb072680	0.957359	2.37795	0.402598	TD	1	ZEAM
Zm00001eb250990	Zm00001eb250970	0.498632	2.28898	0.217841	PD	1	ZEAM
Zm00001eb380440	Zm00001eb380430	0.31364	1.11746	0.280672	TD	1	ZEAM
Zm00001eb125070	Zm00001eb125080	0.067435	0.21462	0.314206	TD	1	ZEAM
Zm00001eb041330	Zm00001eb041320	0.229191	1.76699	0.129707	TD	1	ZEAM
Zm00001eb128770	Zm00001eb128760	0.775443	3.80325	0.20389	TD	1	ZEAM
Zm00001eb042190	Zm00001eb042170	0.65902	1.7389	0.378986	PD	1	ZEAM
Zm00001eb327910	Zm00001eb327900	0.191309	2.3002	0.0831708	TD	1	ZEAM
Zm00001eb253270	Zm00001eb253260	0.726964	3.30287	0.220101	TD	1	ZEAM
Zm00001eb381290	Zm00001eb381300	0.105931	1.31793	0.0803766	TD	1	ZEAM
Zm00001eb151330	Zm00001eb151310	0.229631	1.66183	0.138179	PD	1	ZEAM
Zm00001eb323690	Zm00001eb323640	1.01424	4.62219	0.219428	PD	1	ZEAM
Zm00001eb323660	Zm00001eb323640	0.819663	4.34934	0.188457	PD	1	ZEAM
Zm00001eb043520	Zm00001eb043530	0.186195	1.71324	0.10868	TD	1	ZEAM
Zm00001eb278380	Zm00001eb278390	0.0820208	0.73813	0.11112	TD	1	ZEAM
Zm00001eb043630	Zm00001eb043620	0.202629	4.09088	0.0495318	TD	1	ZEAM
Zm00001eb339110	Zm00001eb339150	0.316528	3.39234	0.0933068	PD	1	ZEAM
Zm00001eb339120	Zm00001eb339150	0.315014	2.39999	0.131257	PD	1	ZEAM
Zm00001eb339170	Zm00001eb339150	0.0652919	0.295565	0.220906	PD	1	ZEAM
Zm00001eb388590	Zm00001eb388580	0.184408	1.13295	0.162768	TD	1	ZEAM
Zm00001eb405900	Zm00001eb405910	0.285867	0.234361	1.21977	TD	1	ZEAM
Zm00001eb044200	Zm00001eb044190	0.609719	2.13246	0.285923	TD	1	ZEAM
Zm00001eb044450	Zm00001eb044390	0.0813175	0.0881478	0.922512	PD	1	ZEAM
Zm00001eb045180	Zm00001eb045130	0.335073	3.24143	0.103372	PD	1	ZEAM
Zm00001eb045110	Zm00001eb045130	0.252071	0.741569	0.339916	PD	1	ZEAM
Zm00001eb045150	Zm00001eb045130	0.252071	0.741569	0.339916	PD	1	ZEAM
Zm00001eb045070	Zm00001eb045130	0.252071	0.741569	0.339916	PD	1	ZEAM
Zm00001eb045170	Zm00001eb045130	0.545138	3.22448	0.169062	PD	1	ZEAM
Zm00001eb045050	Zm00001eb045130	0.252071	0.741569	0.339916	PD	1	ZEAM
Zm00001eb045170	Zm00001eb045160	0.545138	3.22448	0.169062	TD	1	ZEAM
Zm00001eb045180	Zm00001eb045160	0.335073	3.24143	0.103372	PD	1	ZEAM
Zm00001eb045010	Zm00001eb045060	0.320809	2.52189	0.12721	PD	1	ZEAM
Zm00001eb045100	Zm00001eb045030	0.986885	2.96846	0.332457	PD	1	ZEAM
Zm00001eb045100	Zm00001eb045020	0.98088	2.96947	0.330322	PD	1	ZEAM
Zm00001eb045960	Zm00001eb045990	0.2421	4.29474	0.0563712	PD	1	ZEAM
Zm00001eb302640	Zm00001eb302580	0.0954465	0.319862	0.298399	PD	1	ZEAM
Zm00001eb302630	Zm00001eb302580	0.151386	0.190134	0.796206	PD	1	ZEAM
Zm00001eb222090	Zm00001eb222130	0.056861	0.0739262	0.769159	PD	1	ZEAM
Zm00001eb222130	Zm00001eb222070	0.0589024	0.168541	0.349484	PD	1	ZEAM
Zm00001eb222090	Zm00001eb222070	0.0618818	0.152997	0.404465	PD	1	ZEAM
Zm00001eb258580	Zm00001eb258590	0.713806	3.70006	0.192918	TD	1	ZEAM
Zm00001eb046610	Zm00001eb046630	0.817754	3.89628	0.209881	PD	1	ZEAM
Zm00001eb046870	Zm00001eb046850	0.135882	2.06913	0.0656709	PD	1	ZEAM
Zm00001eb046990	Zm00001eb046980	0.282269	0.402716	0.700913	TD	1	ZEAM
Zm00001eb047010	Zm00001eb047020	0.332397	0.845043	0.39335	TD	1	ZEAM
Zm00001eb047040	Zm00001eb047050	0.446029	0.352508	1.2653	TD	1	ZEAM
Zm00001eb071090	Zm00001eb071080	0.0936534	0.188562	0.496673	TD	1	ZEAM
Zm00001eb194070	Zm00001eb194080	0.151412	3.27226	0.0462713	PD	1	ZEAM
Zm00001eb194060	Zm00001eb194080	0.297595	3.89691	0.076367	PD	1	ZEAM
Zm00001eb047250	Zm00001eb047260	0.0957097	1.4804	0.0646512	TD	1	ZEAM
Zm00001eb047270	Zm00001eb047260	0.247877	4.27308	0.0580091	TD	1	ZEAM
Zm00001eb047330	Zm00001eb047370	0.695744	0.46273	1.50356	PD	1	ZEAM
Zm00001eb047420	Zm00001eb047410	0.215038	1.7992	0.119519	TD	1	ZEAM
Zm00001eb047390	Zm00001eb047360	0.352425	3.46115	0.101823	PD	1	ZEAM
Zm00001eb222880	Zm00001eb222900	1.02551	1.38771	0.738998	PD	1	ZEAM
Zm00001eb285960	Zm00001eb285970	0.158395	1.29354	0.122451	TD	1	ZEAM
Zm00001eb223580	Zm00001eb223590	0.879258	2.82588	0.311145	TD	1	ZEAM
Zm00001eb048780	Zm00001eb048770	0.452047	1.48162	0.305103	TD	1	ZEAM
Zm00001eb219810	Zm00001eb219790	0.174473	4.14297	0.042113	TD	1	ZEAM
Zm00001eb048870	Zm00001eb048890	0.236021	2.4794	0.0951929	PD	1	ZEAM
Zm00001eb048870	Zm00001eb048860	0.232808	2.41802	0.0962803	TD	1	ZEAM
Zm00001eb048960	Zm00001eb048940	0.30702	2.02419	0.151675	PD	1	ZEAM
Zm00001eb048950	Zm00001eb048940	0.134183	1.64395	0.0816224	TD	1	ZEAM
Zm00001eb048930	Zm00001eb048940	0.232872	2.65557	0.0876919	TD	1	ZEAM
Zm00001eb084630	Zm00001eb084600	0.260794	4.62094	0.0564374	PD	1	ZEAM
Zm00001eb048950	Zm00001eb048930	0.213067	4.5581	0.0467448	PD	1	ZEAM
Zm00001eb048960	Zm00001eb048930	0.286527	5.84909	0.0489867	PD	1	ZEAM
Zm00001eb048960	Zm00001eb048950	0.382981	4.56303	0.0839313	TD	1	ZEAM
Zm00001eb049520	Zm00001eb049550	0.454811	0.52709	0.86287	PD	1	ZEAM
Zm00001eb049400	Zm00001eb049420	0.233476	0.256128	0.911562	PD	1	ZEAM
Zm00001eb049520	Zm00001eb049420	0.378508	0.556959	0.679597	PD	1	ZEAM
Zm00001eb049400	Zm00001eb049440	0.247794	0.2889	0.857713	PD	1	ZEAM
Zm00001eb049520	Zm00001eb049440	0.43253	0.57683	0.74984	PD	1	ZEAM
Zm00001eb049550	Zm00001eb049480	0.248639	0.337001	0.7378	PD	1	ZEAM
Zm00001eb049420	Zm00001eb049480	0.213249	0.267878	0.796068	PD	1	ZEAM
Zm00001eb049440	Zm00001eb049480	0.258163	0.254945	1.01262	PD	1	ZEAM
Zm00001eb255020	Zm00001eb254990	0.65136	3.04621	0.213826	PD	1	ZEAM
Zm00001eb050100	Zm00001eb050110	0.169776	0.233615	0.726734	TD	1	ZEAM
Zm00001eb050180	Zm00001eb050160	0.0681198	0.907735	0.0750437	PD	1	ZEAM
Zm00001eb050150	Zm00001eb050160	0.066043	0.494824	0.133468	TD	1	ZEAM
Zm00001eb050200	Zm00001eb050160	0.0929357	0.735363	0.126381	PD	1	ZEAM
Zm00001eb050150	Zm00001eb050170	0.0657238	0.387539	0.169593	PD	1	ZEAM
Zm00001eb050180	Zm00001eb050170	0.0596703	0.736019	0.0810717	TD	1	ZEAM
Zm00001eb050200	Zm00001eb050170	0.0853225	0.598449	0.142573	PD	1	ZEAM
Zm00001eb050200	Zm00001eb050150	0.14331	1.0752	0.133286	PD	1	ZEAM
Zm00001eb050180	Zm00001eb050150	0.11927	1.81851	0.0655868	PD	1	ZEAM
Zm00001eb050180	Zm00001eb050200	0.129628	0.542758	0.238832	TD	1	ZEAM
Zm00001eb050250	Zm00001eb050260	0.228135	1.35633	0.1682	TD	1	ZEAM
Zm00001eb383440	Zm00001eb383450	0.842846	3.53459	0.238456	TD	1	ZEAM
Zm00001eb429650	Zm00001eb429660	0.520865	3.59529	0.144874	TD	1	ZEAM
Zm00001eb050500	Zm00001eb050490	0.317939	1.51132	0.210372	TD	1	ZEAM
Zm00001eb050680	Zm00001eb050670	0.056912	0.0853872	0.666517	TD	1	ZEAM
Zm00001eb050850	Zm00001eb050840	0.158227	0.666697	0.23733	TD	1	ZEAM
Zm00001eb247630	Zm00001eb247660	0.0617132	4.08659	0.0151014	PD	1	ZEAM
Zm00001eb247610	Zm00001eb247640	0.329553	0.265205	1.24264	PD	1	ZEAM
Zm00001eb146860	Zm00001eb146840	0.203235	0.851393	0.238709	PD	1	ZEAM
Zm00001eb146860	Zm00001eb146850	0.275807	0.764915	0.360572	TD	1	ZEAM
Zm00001eb051350	Zm00001eb051330	0.642951	1.39681	0.460299	PD	1	ZEAM
Zm00001eb051340	Zm00001eb051330	0.483608	0.852802	0.567081	TD	1	ZEAM
Zm00001eb051370	Zm00001eb051360	0.498349	0.584968	0.851927	TD	1	ZEAM
Zm00001eb051630	Zm00001eb051640	0.397457	0.643937	0.61723	TD	1	ZEAM
Zm00001eb052150	Zm00001eb052210	0.742523	5.20268	0.142719	PD	1	ZEAM
Zm00001eb052200	Zm00001eb052210	0.800329	1.97985	0.404236	TD	1	ZEAM
Zm00001eb421630	Zm00001eb421690	0.652235	3.80812	0.171275	PD	1	ZEAM
Zm00001eb052400	Zm00001eb052390	0.197091	0.377856	0.521603	TD	1	ZEAM
Zm00001eb052400	Zm00001eb052370	0.19896	0.388107	0.512641	PD	1	ZEAM
Zm00001eb052400	Zm00001eb052380	0.174162	0.379361	0.459093	PD	1	ZEAM
Zm00001eb052420	Zm00001eb052380	0.11222	0.23537	0.47678	PD	1	ZEAM
Zm00001eb052400	Zm00001eb052420	0.310507	0.615566	0.504426	PD	1	ZEAM
Zm00001eb218060	Zm00001eb218080	0.424038	2.90409	0.146014	PD	1	ZEAM
Zm00001eb218030	Zm00001eb218080	0.444015	4.65455	0.0953937	PD	1	ZEAM
Zm00001eb052570	Zm00001eb052590	0.139634	0.50321	0.277487	PD	1	ZEAM
Zm00001eb052580	Zm00001eb052590	0.138954	0.747015	0.186012	TD	1	ZEAM
Zm00001eb052580	Zm00001eb052570	0.0745645	0.158863	0.469365	TD	1	ZEAM
Zm00001eb260140	Zm00001eb260160	0.14938	1.87011	0.0798774	PD	1	ZEAM
Zm00001eb260150	Zm00001eb260160	0.507975	2.92401	0.173726	TD	1	ZEAM
Zm00001eb053040	Zm00001eb053050	0.4747	1.92463	0.246645	TD	1	ZEAM
Zm00001eb141290	Zm00001eb141270	0.0762791	0.225049	0.338944	PD	1	ZEAM
Zm00001eb141280	Zm00001eb141270	0.120189	0.314681	0.38194	TD	1	ZEAM
Zm00001eb141290	Zm00001eb141260	0.0702459	0.234067	0.30011	PD	1	ZEAM
Zm00001eb141280	Zm00001eb141260	0.104818	0.298759	0.350845	PD	1	ZEAM
Zm00001eb053550	Zm00001eb053600	0.236578	1.42234	0.16633	PD	1	ZEAM
Zm00001eb116370	Zm00001eb116340	0.42335	2.05861	0.205648	PD	1	ZEAM
Zm00001eb053680	Zm00001eb053630	0.565027	3.10877	0.181753	PD	1	ZEAM
Zm00001eb318570	Zm00001eb318580	0.195513	1.54172	0.126815	TD	1	ZEAM
Zm00001eb053960	Zm00001eb053940	0.805829	0.929623	0.866835	TD	1	ZEAM
Zm00001eb053960	Zm00001eb053920	0.323038	1.62967	0.198223	PD	1	ZEAM
Zm00001eb054050	Zm00001eb054040	0.258698	4.22889	0.0611741	TD	1	ZEAM
Zm00001eb144960	Zm00001eb144930	0.247518	2.86069	0.0865239	PD	1	ZEAM
Zm00001eb054250	Zm00001eb054240	0.197132	1.35501	0.145484	TD	1	ZEAM
Zm00001eb054600	Zm00001eb054610	0.179069	0.205433	0.871668	TD	1	ZEAM
Zm00001eb225110	Zm00001eb225150	0.13739	0.542127	0.253428	PD	1	ZEAM
Zm00001eb225130	Zm00001eb225150	0.142803	0.619778	0.23041	PD	1	ZEAM
Zm00001eb376070	Zm00001eb375960	0.88052	1.77423	0.496283	PD	1	ZEAM
Zm00001eb376010	Zm00001eb375960	0.439974	1.11978	0.392911	PD	1	ZEAM
Zm00001eb271340	Zm00001eb271330	0.0943956	0.139861	0.674922	TD	1	ZEAM
Zm00001eb271360	Zm00001eb271330	0.095087	0.140818	0.675249	PD	1	ZEAM
Zm00001eb271380	Zm00001eb271330	0.089804	0.122614	0.732412	PD	1	ZEAM
Zm00001eb055720	Zm00001eb055730	0.12317	0.65763	0.187294	TD	1	ZEAM
Zm00001eb055940	Zm00001eb055920	0.449624	3.86953	0.116196	PD	1	ZEAM
Zm00001eb056180	Zm00001eb056200	0.150024	0.800626	0.187384	PD	1	ZEAM
